caldt,close,ret
29-Sep-20,"10,840.90",0.0138
28-Sep-20,"10,693.20",-0.0077
27-Sep-20,"10,776.20",0.0045
26-Sep-20,"10,727.90",0.0037
25-Sep-20,"10,688.80",-0.0047
24-Sep-20,"10,739.40",0.049
23-Sep-20,"10,237.30",-0.0279
22-Sep-20,"10,531.50",0.011
21-Sep-20,"10,416.80",-0.0462
20-Sep-20,"10,921.50",-0.0145
19-Sep-20,"11,081.80",0.0136
18-Sep-20,"10,933.00",-0.0008
17-Sep-20,"10,941.30",-0.0007
16-Sep-20,"10,949.50",0.0152
15-Sep-20,"10,785.30",0.0103
14-Sep-20,"10,675.30",0.0338
13-Sep-20,"10,326.00",-0.0111
12-Sep-20,"10,441.90",0.005
11-Sep-20,"10,390.20",0.0049
10-Sep-20,"10,339.70",0.0113
9-Sep-20,"10,224.60",0.0097
8-Sep-20,"10,126.60",-0.0241
7-Sep-20,"10,376.90",0.0078
6-Sep-20,"10,296.40",0.0202
5-Sep-20,"10,092.20",-0.0363
4-Sep-20,"10,472.50",0.0299
3-Sep-20,"10,168.80",-0.109
2-Sep-20,"11,413.30",-0.0421
1-Sep-20,"11,914.90",0.0232
31-Aug-20,"11,644.20",-0.0049
30-Aug-20,"11,702.00",0.0204
29-Aug-20,"11,468.10",-0.0051
28-Aug-20,"11,527.40",0.0177
27-Aug-20,"11,327.40",-0.0118
26-Aug-20,"11,462.30",0.0121
25-Aug-20,"11,324.80",-0.0365
24-Aug-20,"11,753.50",0.0096
23-Aug-20,"11,641.60",-0.0017
22-Aug-20,"11,661.30",0.0115
21-Aug-20,"11,529.20",-0.0276
20-Aug-20,"11,856.90",0.0091
19-Aug-20,"11,750.20",-0.0165
18-Aug-20,"11,947.60",-0.0273
17-Aug-20,"12,282.60",0.0322
16-Aug-20,"11,899.00",0.0045
15-Aug-20,"11,845.30",0.008
14-Aug-20,"11,750.80",-0.0017
13-Aug-20,"11,770.90",0.0185
12-Aug-20,"11,557.20",0.0146
11-Aug-20,"11,390.40",-0.0419
10-Aug-20,"11,889.20",0.0178
9-Aug-20,"11,681.20",-0.0071
8-Aug-20,"11,764.30",0.0149
7-Aug-20,"11,592.00",-0.014
6-Aug-20,"11,757.10",0.0019
5-Aug-20,"11,735.10",0.0492
4-Aug-20,"11,184.70",-0.0035
3-Aug-20,"11,224.40",0.0142
2-Aug-20,"11,066.80",-0.0624
1-Aug-20,"11,803.10",0.0414
31-Jul-20,"11,333.40",0.0214
30-Jul-20,"11,096.20",-0.0009
29-Jul-20,"11,105.90",0.0181
28-Jul-20,"10,908.50",-0.0104
27-Jul-20,"11,022.80",0.1098
26-Jul-20,"9,932.50",0.0235
25-Jul-20,"9,704.10",0.0165
24-Jul-20,"9,546.40",-0.0055
